ID;Title;Singer,,,
642;Ibu Kota;Rhoma Irama,,,
643;19 November;Meggi. Z,,,
644;Remaja;Rhoma Irama,,,
645;Tiada Lagi Asmara;Paramitha Rusady,,,
646;Datang Kembali;Paramitha Rusady,,,
647;Tanpa Dirimu;Paramitha Rusady,,,
649;Denpasar Moon;Paramitha Rusady,,,
650;Kesepian;Krisdayanti,,,
651;Derita Tiada Akhir;Krisdayanti,,,
652;Rindu Sampai Mati;Ita Purnamasari,,,
653;Untukmu Segalanya;Santhie,,,
654;Kau Datang Lagi;Ita Purnamasari,,,
655;Sanggupkah;Andy Liany,,,
656;Hope Of Deliverance;Sophia Latjuba,,,
657;Aku Ingin;Indra Lesmana,,,
658;Biarkan Aku Kembali;Indra Lesmana,,,
659;Ingin Kembali;Gusti Randa,,,
660;Sepasang rusa;Tetty Kadi,,,
661;Pusara Cinta;Rachmat Kartolo,,,
662;Kau Dia Dan Aku;Christiene Panjaitan,,,
663;Wanita;Rita Butar Butar,,,
664;Madu Dan Racun;Arie Wibowo,,,
665;Ratapku;Lilis Suryani,,,
666;Setangkai Anggrek Merah;Rano Karno / Ria Irawan,,,
667;Tak Mungkin;Syam D'lloyd,,,
668;Apapun Terjadi;Arie Kusmiran,,,
669;Burung Dalam Sangkar;May Sumarna,,,
670;Kisah Cinta;Lilis Suryani,,,
671;Tabahkan Hatimu;Eddy Silitonga,,,
672;John;Arie Kusmiran,,,
673;Hati Kecil Penuh Janji;Norma Yunita,,,
674;Marice;Favorite Group,,,
675;Perasaan;Christiene Panjaitan,,,
676;Juwita Malam;Kris Biantoro,,,
677;Tabahkanlah;Benny Panjaitan,,,
678;Rindu;Christiene Panjaitan,,,
679;Kemuning;Favorite Group,,,
680;Janjimu;Tutty Subardjo,,,
681;Merantau;Johan Untung,,,
682;Aku Dan Dia;Arie Kusmiran,,,
683;Dalam Mimpi;Charles Hutagalung,,,
684;Biarlah Aku Menangis;Tommy J.Pisa,,,
685;Cintaku Suci;Favorite Group,,,
686;Teratai Putih;Tetty Kadi,,,
687;Kerinduan;Bob Tutupoli,,,
688;Kasih Tak Sampai;Tutty Subardjo,,,
689;Senja Telah Berlalu;Benny Panjaitan,,,
690;Anakku sayang;Tutty Subardjo,,,
691;Oh Melati;Eddy Silitonga,,,
692;Seringgit Dua Kupang;Lilis Suryani,,,
693;Kasih Di Perjalanan;Onny Suryono,,,
694;Kondangan;Ferry Bing Slamet,,,
695;Tetes Hujan Di Bulan April;Favorite Group,,,
696;Mekar Dan Layu;Benny Panjaitan,,,
697;Butiran Cinta;Arie Kusmiran,,,
698;Tak Mau Di Madu;Cindy,,,
699;Biar Ku Cari Jalanku;Tommy J.Pisa,,,
700;NurLaila;Ferry Bing Slamet,,,
701;Hadiah Ulang Tahun;Onny Suryono,,,
702;Singkong Dan Keju;Arie Wibowo,,,
703;Matahariku;Neno Warisman,,,
704;Kini Ku Sadari;Eddy Silitonga,,,
705;Kenangan Pantai Biru;Masnie Towijoyo,,,
706;Burung Murai;Titiek Sandhora & Muchsin Alatas,,,
707;Sudah Ku Bilang;Christine Panjaitan,,,
708;Mama;Eddy Silitonga,,,
709;Gang Kelinci;Lilis Suryani,,,
710;Cinta;Titiek Puspa,,,
711;Pengorbanan Di Atas Segalanya;Pance F. Pondaag,,,
712;Burung Kenari;May Sumarna,,,
713;Untuk Mama;Christine Panjaitan,,,
714;Ku Nanti Jawabmu;Rachmat Kartolo,,,
715;Satukan Hati Kami;Pance F. Pondaag,,,
716;Dunia Belum Kiamat;Titiek Sandora & Muchsin Alatas,,,
717;Aku Tak Tahan Lagi;Diana Nasution,,,
718;Tuhan Tolonglah;Tito Soemarsono,,,
719;Surat Cinta;Nur Afni Octavia,,,
720;Pasar Senggol;Ria Resti Fauzy,,,
721;Jangan Tinggalkan Aku;Imam S. Arifin & Nana Mardiana,,,
722;Air Mata Cinta;Mandar Mahesa,,,
723;Tabah;Dayu AG,,,
724;Sun Sing Suwe;Ike Nurjanah,,,
725;Pacar Dunia Akhirat;Rita Sugiarto,,,
726;Goyang Karawang;Lilis Karlina,,,
727;Senandung Rembulan;Evie Tamala & Imam S.Arifin,,,
728;Kembalikanlah Dia;Asep irama,,,
729;Setangkai Bunga Padi;Shanta Hoky,,,
730;Sisa Sisa Cinta;Shanty Sartika,,,
731;Delima;Yulia Citra & Jotha RG,,,
732;Musiknya Asyik;Barakatak,,,
733;Java Bali House;Java House Music,,,
734;Selamat Jalan Kasih;Rudiath,,,
735;Kau Bukan Kasihku Lagi;Anie Astari,,,
736;Gadis Baliku;Abiem Ngesti,,,
737;Gelas - Gelas Kaca;Nia Daniaty,,,
738;Biarkan Aku Menangis;Tommy J. Pisa,,,
740;Ingat Kamu;Dina Mariana,,,
741;Antara Kau Dia Dan Aku;Poppy Mercury,,,
742;Kaulah Segalanya;Nia Daniaty,,,
743;Si Dia;Dina Mariana,,,
744;Antara Jakarta & Penang;Poppy Mercury,,,
745;Cintaku Sedalam Lautan Atlantik;Ria Resty Fauzy,,,
746;Biarkan Kupergi;Poppy Mercury,,,
747;Terlambat Sudah;Poppy Mercury,,,
748;Tak Mungkin Dipisahkan;Poppy Mercury,,,
749;Satukanlah Hati Kami;Poppy Mercury,,,
750;Mama Aku Ingin Pulang;Poppy Mercury,,,
751;Betapa Sayang Aku Padamu;Poppy Mercury,,,
752;Yang Hitam Tetaplah Hitam;Poppy Mercury,,,
753;Cinta Kita Yang Tertunda;Poppy Mercury,,,
754;Masih Adakah Jalan;Poppy Mercury,,,
755;Berpisah;Poppy Mercury,,,
756;Cinta Pudar;Poppy Mercury,,,
757;Yang Tak Mungkin;Poppy Mercury,,,
758;Cinta Tak Mengenal Kasta;Poppy Mercury,,,
759;Terlalu Pagi;Poppy Mercury,,,
760;Perkawinan Bukan Sandiwara;Nia Daniaty,,,
761;Burungpun Ingat Pulang;Nia Daniaty,,,
762;Adakah Waktu;Novy,,,
763;Denpasar Moon;Maribeth,,,
764;Jangan Tanyakan Lagi;Armand Maulana,,,
765;Kusesali;Meike,,,
766;Ku Ingin Di Sisimu;Ina Rawie,,,
767;Di Dadaku Ada Kamu;Vina Panduwinata,,,
768;Purnama Jangan Berkeping;Franky Sahilatua,,,
769;Saudaraku;Jane S.,,,
770;September Ceria;Vina Panduwinata,,,
771;Untuk Sebuah Nama;Ebiet G. Ade,,,
772;Untuk Apa;Ina Rawie,,,
773;Widuri;Bob Tutupoli,,,
774;Teluk Bayur;Ernie Djohan,,,
775;Senja Dibatas Kota;Ernie Djohan,,,
776;Do'a;Eddy Silitonga,,,
777;Cinta Abadi;Benny Panjaitan,,,
778;Usah Kau Harap;The Mercy's,,,
779;Mengharap Yang Tak Mungkin;Johan Untung,,,
780;Suster Maria;Syam D'lloyd,,,
781;Aku Suka Kamu Suka;Dharma Oratmangun,,,
782;Bing;Titiek Puspa,,,
783;Aryati;.,,,
784;Tante Sun;Sam Bimbo,,,
785;Bulan Pakai Payung;.,,,
786;Anju - Au;Siddik Sitompul,,,
787;Selamat Malam;Titiek Puspa,,,
788;Lenggang Jakarta;Harry Sabar,,,
789;Ratapan Anak Tiri;Abu Mashaby,,,
790;Happy Birthday;.,,,
791;Biarlah Sendiri;Eddy Silitonga,,,
792;Apa Salah Dan Dosaku;Syam D'lloyd,,,
793;Tanpa Cinta;Bob Tutupoli,,,
794;Tirai;Grace Simon,,,
795;Cinta Monyet;Favourite Group,,,
796;Hati Tertusuk Duri;Johan Untung,,,
797;Ilusi;Al Rizal,,,
798;Maju Maju Maju;Barakatak,,,
799;Awas Ecstacy;Barakatak,,,
800;Ternyata;Rudiath RB,,,
801;Kasihku;Al Rizal,,,
802;Anak Gaul;R - EM - DE,,,
803;Anak Mami;Puput,,,
804;Baru Kini Ku Mengerti;Shella Marcela,,,
805;Selebor;Patrio Group,,,
807;Apa Yang Kau Cari;Rudiath RB,,,
809;Yang Lalu Biarlah Berlalu;Ucy Bing Slamet,,,
811;Hanya Kau Di Hatiku;Anie Susanti,,,
812;Terimalah Surat Undanganku;Shella Marcela,,,
813;Kado Ulang Tahun;Elite,,,
814;Terlanjur Basah;.,,,
815;Tidak Semua Laki-Laki;Basofi sudirman,,,
816;Curiga ( Pao Pe Tui Pu Chi );.,,,
817;Melodi Cinta;Lavenia,,,
818;Wajah Di Balik Kaca;.,,,
819;Jangan Cintai Daku;.,,,
820;Tamu Tak Diundang;Iis Dahlia,,,
821;Sepiring Berdua;Ida Laela,,,
822;Mobil Dan Bensin;Santa Hoky,,,
823;Tak Berdaya;.,,,
824;Suling Bambu;.,,,
825;Termiskin Di Dunia;Hamdan ATT,,,
826;Berdarah Lagi;Elvie Sukaesih,,,
827;Dibelai;.,,,
828;Kabut November;.,,,
829;Memori Januari;.,,,
830;Seuntai Bunga Tanda Cinta;A. Riyanto,,,
831;Liku - liku Hidup;Mamiek Slamet,,,
832;Mama;Lies Meinawati,,,
833;Senja Kelabu;Lies Meinawati,,,
834;Kisah Indah Kisah Sedih;.,,,
835;Tangis Rindu;.,,,
836;Setangkai Anggrek Merah;.,,,
837;Bunga Sedap Malam;Lies Meinawati,,,
838;Melati Putih;Robby Lea,,,
839;Berpisah Di St. Carolus;Lies Meinawati,,,
840;Usah Kau Harap Lagi;Mercy's,,,
841;Seindah Rembulan;.,,,
842;Aku Ingin Pulang;Ebiet G. Ade,,,
843;Cinta Sebening Embun;Ebiet G. Ade,,,
844;Apakah Ada Beda;Ebiet G. Ade,,,
845;Menjaring Matahari;Ebiet G. Ade,,,
846;Berita Kepada Kawan;Ebiet G. Ade,,,
847;Kalian Dengarkan Keluhanku;Ebiet G. Ade,,,
848;Isyu;Ebiet G. Ade,,,
849;Camelia II;Ebiet G. Ade,,,
850;Elegi Esok Pagi;Ebiet G. Ade,,,
851;Cintaku Kandas Di Rerumputan;Ebiet G. Ade,,,
852;Seraut Wajah;Ebiet G. Ade,,,
853;Titip Rindu Buat Ayah;Ebiet G. Ade,,,
854;Sketsa Rembulan Emas;Ebiet G. Ade,,,
855;Untuk Kita Renungkan;Ebiet G. Ade,,,
856;Orang - Orang Terkucil;Ebiet G. Ade,,,
857;Nyanyian Kasmaran;Ebiet G. Ade,,,
858;Masih Ada Waktu;Ebiet G. Ade,,,
859;Nyanyian Ombak;Ebiet G. Ade,,,
860;Lagu Untuk Sebuah Nama;Ebiet G. Ade,,,
861;Surat Undangan;Lies Menawati,,,
862;Sampai Menutup Mata;Lydia Natalia,,,
863;Ayah Dan Ibu;Lies Menawati,,,
864;Duri Dalam Dada;Lies Menawati,,,
865;Tak Terlupakan;Lydia Natalia,,,
866;Kau Yang Ku Sayang;Lydia Natalia,,,
867;Senja Telah Berlalu;Benny Panjaitan,,,
868;Kota Kembang;Lies Menawati,,,
869;Setulus Hatimu Semurni Cintaku;Lies Menawati,,,
870;Kapan Kau Mengerti;Dian Fakih,,,
871;Pelangi;Lies Menawati,,,
872;Putus Cinta Di Batas kota;Lies Menawati,,,
873;Saling Percaya;Lies Menawati,,,
874;Walau Hati Ini Menangis;Lies Menawati,,,
875;Air Mata Rindu;Dian Fakih,,,
876;Mabuk Dan Judi;Cucu Cahyati,,,
877;Ma'afkan;Atiek CB,,,
878;Aku Suka Kamu;Trio Libels,,,
879;Nona Manis;Tiga Dara,,,
880;Usah Kau Harap;Hetty koes Endang,,,
881;Cinta;Hetty koes Endang,,,
882;RT.05 / RW.03;Cici Faramida,,,
883;Ini Rindu;Farid Hardja & Lucky Reza,,,
884;Biarkanlah Dia Pergi;Betharia Sonatha,,,
885;Cinta Kita;Inka Christie,,,
887;Untukmu;Tito Soemarsono,,,
888;Ma'afkanlah;Chrisye,,,
889;Dalam Mimpi;Yuyu Koswara,,,
890;Semuanya Palsu;Yuyu Koswara,,,
891;Kemesraan;Franky Sahilatua,,,
892;Kau Biarkan Ku Sendiri;Charles Hutagalung,,,
893;Aku Siapa Yang Punya;Yuyu Koswara,,,
894;Aku Tak Ingin Di Madu;Yuyu Koswara,,,
895;Dara;Martin Mailoa,,,
896;Sesal;Yuyu Koswara,,,
897;Sayang Bilang Sayang;Yuyu Koswara & Hanny T,,,
898;Hey Nona Manis;Hanny Tuheteru,,,
899;Aisyah;Yuyu Koswara,,,
900;Perasaan;Yuyu koswara,,,
901;Panen Telah Tiba;Franky Sahilatua,,,
902;Masih Adakah Rindu;Yuyu koswara,,,
903;Sampai Menutup Mata;Uci,,,
904;Setulus Cintamu Semurni Cintaku;Retno,,,
905;Setulus Hatimu Semurni Cintaku;Silvana Herman & Gusti Randa,,,
906;Janjimu;Retno,,,
907;Hatikupun Risau;Retno,,,
908;Ku Kan Mencari;Johan Untung,,,
909;Saling Percaya;Uci,,,
910;Nikmatnya Cinta;Retno,,,
911;Pagi Yang Indah;Sarwana,,,
912;Sudah Kubilang;Retno,,,
913;Hatimu Hatiku;Titiek Sandhora & Muchsin Alatas,,,
914;Seuntai Bunga Tanda Cinta;Robbi,,,
915;Air Mata;Lilis Suryani,,,
916;Tinggi Gunung Seribu Janji;Bob Tutupoli,,,
917;Benci Tapi Rindu;Diana Nasution,,,
918;Sepanjang Jalan Kenangan;Tetty Kadi,,,
919;Seandainya Aku Punya Sayap;Rita Butar Butar,,,
920;Ampunkan Segala Do'a;Syam D'lloyd,,,
921;Berikan Daku Harapan;Tuty Subardjo,,,
922;Bing;Titiek Puspa,,,
923;Saling Percaya;Grace Simon,,,
924;Masih Ada Cinta;Nia Daniaty,,,
925;Ingat Waktu Susah;Meggi Z,,,
926;Getaran Kasih;Christien P,,,
927;Ular Putih;Melisa & Trio Laris,,,
928;Mandi Kembang;Caca Handika,,,
929;Kutelan Sendiri;Iis Sugiarti,,,
930;Pembaringan Terakhir;Indrasari,,,
931;Lebih Baik Buta Mata;Meggi Z,,,
932;Undangan Palsu;Caca Handika,,,
933;Tanda Mata;Christien P,,,
934;365 Hari;Nia Daniaty,,,
935;Ada Dia Di Antara Kita;Obbie Messakh,,,
936;Bantal Guling Bisa Bicara;Lady Roos,,,
937;Garis Tangan;Nia Daniaty,,,
938;Korban Cinta;Zaina Zain,,,
939;Pergilah Sayang;Korie & Ella,,,
942;Mahligaimu Dari Airmataku;Lestari,,,
943;Gadis Atau Janda;Sheeda & Iwan,,,
944;Salam Untuk Kekasih;Nadia,,,
945;Wulan;Iwan,,,
946;Kasihku Pertahankan;Zaina Zain,,,
947;Warisan Wanita Terakhir;Teacher's Pat,,,
948;Bukan Aku Tak Sanggup;Nurul,,,
950;Yang Tersayang;Amelina & Iwan,,,
951;Persada Cintaku;Spring,,,
952;Tiada Kepastian;Zaina Zain,,,
953;Akulah Teduhanmu;Umbrella,,,
956;Robek Hatiku;Mas Idayu,,,
958;Seksa;Sharifah Aini,,,
959;Aku Tak Marah;Arrow,,,
960;Sayang Bilang Sayang;Broery Pesulima,,,
961;Jangan Kau Menangis;Broery Pesulima,,,
962;Hei Nona Manis;Broery Pesulima,,,
963;Untuk Apa Mengeluh;Broery Pesulima,,,
964;Jujurlah Padaku;Broery Pesulima,,,
965;Pilu;Broery Pesulima,,,
966;Khais Dan Laila;Deddy Dores,,,
967;Benci Tapi Rindu;Diana Nasution,,,
968;Jangan Biarkan;Diana Nasution,,,
969;Katakan Sejujurnya;Diana Nasution,,,
970;Sayang Bilang Sayang;Diana Nasution,,,
971;Dasar Lelaki;Diana Nasution,,,
972;Aku Begini Kau Begitu;Diana Nasution,,,
973;Hidup Terkekang;Diana Nasution,,,
974;Aku Jatuh Cinta;Diana Nasution,,,
975;Tangan Tak Sampai;Diana Nasution,,,
976;Tangis Dalam Hati;Diana Nasution,,,
977;Dingin;Diana Nasution,,,
978;Lelo Ledung;Endah Laras,,,
979;Yen Ing Tawang Ono Lintang;Endah Laras,,,
980;Ojo Lamis;Endah Laras,,,
981;Luntur;Endah Laras,,,
982;Rujak Ulek;Endah Laras,,,
983;Gambang Suling;Endah Laras,,,
984;Nginang Karo Ngilo;Endah Laras,,,
985;Jangkrik Genggong;Endah Laras,,,
986;Suwe Ora Jamu;Endah Laras,,,
987;Ojo Sembrono;Endah Laras,,,
988;Ayo Ngguyu;Endah Laras,,,
989;Kecik-Kecik;Endah Laras,,,
990;Mutiara Yang Hilang;Ernie Djohan,,,
991;Kau Selalu Dihatiku;Ernie Djohan,,,
992;Teluk Bayur;Ernie Djohan,,,
993;Senja Dibatas Kota;Ernie Djohan,,,
994;Kasih Pertama;Ernie Djohan,,,
995;Jangan Biarkan Ku Sendiri;Ernie Djohan,,,
996;Kenangan Manis Pasti Berlalu;Ernie Djohan,,,
997;Berikan Daku Jawaban;Ernie Djohan,,,
998;Ingin Kembali;Ernie Djohan,,,
999;Denny;Ernie Djohan,,,
1000;Hujan;Ernie Djohan,,,
1001;Cinta Pelarian;Ernie Djohan,,,
1002;Yuana;Ernie Djohan,,,
1003;Pertemuan Di Danau Toba;Ernie Djohan,,,
1004;Dheg Dheg Plas;Koes Plus,,,
1005;Liku-Liku Laki-Laki;Koes Plus,,,
1006;Kota Lama;Koes Plus,,,
1007;Awan Putih;Koes Plus,,,
1008;Kumenanti;Koes Plus,,,
1009;Belajar Bernyanyi;Koes Plus,,,
1010;Ayah Dan Ibu;Koes Plus,,,
1011;Masa Muda;Koes Plus,,,
1012;Rasa Hatiku;Koes Plus,,,
1013;Jangan Marah;Koes Plus,,,
1014;Cobaan Hidup;Koes Plus,,,
1015;Langit Terang;Koes Plus,,,
1016;Seminggu Yang Lalu;Koes Plus,,,
1017;Nasib;Koes Plus,,,
1018;Sayur Asem;Koes Plus,,,
1019;Kisah Cinta Remaja;Panbers,,,
1020;Gelandangan;Rhoma Irama,,,
1021;Rupiah;Rhoma Irama,,,
1022;Begadang II;Rhoma Irama,,,
1023;Terpaksa;Rhoma Irama,,,
1024;Buta;Rhoma Irama,,,
1025;Melody Cinta;Rhoma Irama,,,
1026;Kelana;Rhoma Irama,,,
1027;Cane;Rhoma Irama,,,
1028;Love;The Mercy's,,,
1029;Sendiri Lagi;Bimbo,,,
1030;Adinda;Titiek Puspa,,,
1031;Bing;Titiek Puspa,,,
1032;Jagung Bakar;Elin Tamaya,,,
1033;Cintaku Terbagi Dua;Yenny Eria,,,
1034;Kudaku Lari;Ellya,,,
1035;Gadis Atau Janda;Mansyur S & Elvy Sukaesih,,,
1036;Tamu Tak Diundang;Iis Dahlia,,,
1037;Riwayat Sangkuriang;Tradisional,,,
1038;Kr. Kemayoran;Tradisional,,,
1039;Ditepinya Sungai Serayu;.,,,
1040;Kr. Terkenang-Kenang;Tradisional,,,
1041;Semanggi Suroboyo;Tradisional,,,
1042;Fatwa Pujangga;Said Effendi,,,
1043;Yen Ing Tawang Ono Lintang;.,,,
1044;Kr. Rhapsody;Tradisional,,,
1045;Hanya Engkau;.,,,
1046;Akhir Cinta;Keroncong,,,
1047;Ayah;Rinto Harahap,,,
1048;Kembali Ke Jakarta;Koes Plus,,,
1049;Tiada Lagi;Charles Hutagalung,,,
1050;Injit-Injit Semut;Rinto Harahap,,,
1051;Jangan Pisahkan;Deddy Dores,,,
1052;Cintamu Telah Berlalu;Koes Plus,,,
1053;Pilu;Benny Panjaitan,,,
1054;Untuk Apa Lagi;Deddy Dores,,,
1055;Usah Kau Harap;Charles Hutagalung,,,
1056;Mungkinkah;Broery Marantika,,,
1057;Kidung;Chrisye,,,
1058;Arti Kehidupan;Mus Mudjiono,,,
1059;Syair Kehidupan;Godbless,,,
1060;Tirai;Rafika Duri,,,
1061;Esok Kan Masih Ada;Utha Likumahua,,,
1062;Tanda-Tanda;Mus Mudjiono,,,
1063;Sesal;Ermi Kullit,,,
1064;Bayang-Bayang Ilusi;Anggun C. Sasmi,,,
1065;Selalu Untuk Selamanya;Fatur,,,
1066;Tali-Tali Cinta;Virna Alisa,,,
1067;Dibalik Cahaya Ada Dia;Lady Avisha,,,
1071;Cinta Bukan Mainan;Endang S. Taurina,,,
1073;Surat Tak Sampai;Yenny Eria,,,
1074;Teluk Bayur;Rani,,,
1075;Setangkai Anggrek Bulan;Rani & Sarwana,,,
1076;Jangan Ditanya;Kris Bintoro,,,
1077;Liku-Liku Hidup;Favorities Group,,,
1079;Antara Benci Dan Rindu;Ratih Purwasih,,,
1081;Bimbang;Andi Meriem Matalatta,,,
1082;Terkenang Selalu;Eddy Silitonga,,,
1083;Api Asmara;Rien Djamain,,,
1084;Putus Cinta Di Batas Kota;Titiek Sandhora,,,
1085;Doa;Eddy Silitonga,,,
1086;Kerinduan;Bob Tutupoly,,,
1087;Ning Nong Ning Gung;Koes Plus,,,
1088;Pit Kopat Kapit;Koes Plus,,,
1089;Jamane;Koes Plus,,,
1090;Atiku Gelo;Koes Plus,,,
1091;Embek Embek Embe;Koes Plus,,,
1092;Tunggak Jati;Koes Plus,,,
1093;Deritaku;Panbers,,,
1094;Tiga Malam;Panbers,,,
1095;Surga Di Telapak Kaki Ibu;Panbers,,,
1096;Kami Cinta Perdamaian;Panbers,,,
1097;Rendang Tak Berbuah;Hattan,,,
1098;Sedalam Mana Cintamu;Safura,,,
1099;Ku Pohon Kemaafan;Fauziah Latif,,,
1100;Getaran Cinta Di Jiwa;Liza Hanim,,,
1101;Tiada Jodoh Antara Kita;Aisah,,,
1103;Ikhlasnya Cintaku;Nurul,,,
1105;Jangan Ucap Selamat Tinggal;Sadeas,,,
1106;Janji Manismu;Aisah,,,
1107;Terima Kasih;Jamrud,,,
1108;Berakit-Rakit;Jamrud,,,
1109;Putri;Jamrud,,,
1110;Maaf;Jamrud,,,
1111;Nekad;Jamrud,,,
1112;Dokter Suster;Jamrud,,,
1113;Rasa Cinta Padamu;Jamrud,,,
1114;Kurang Piknik;Jamrud,,,
1115;Ayam;Jamrud,,,
1116;Cerita Jalanan;Jamrud,,,
1117;Trouble Shanty;Jamrud,,,
1118;Tak Selamanya Diam Itu Emas;Broery Pesolima,,,
1119;Mana Mungkin;Broery Pesolima,,,
1120;Jangan Pernah Berkata Benci;Bob Tutupoly,,,
1121;Manis Dan Sayang;Bob Tutupoly,,,
1129;Wangian Cintamu;Lestari,,,
1130;Biar Pedih Hati Terhiris;Lestari,,,
1131;Merisik Rindu;Leon,,,
1132;Cinta Itu Ketawa & Air Mata;Lestari,,,
1133;Saling Merindu;Leon,,,
1135;Memendam Rasa;Leon,,,
1136;Walau Hati Menangis;Maribeth,,,
1137;Tirai;.,,,
1138;Sahabat Pena;.,,,
1139;Sonata Yang Indah;.,,,
1140;Senandung Doa;.,,,
1141;Karinduan;.,,,
1142;Ranjau-Ranjau Cinta;Johan Untung,,,
1143;Saat Terindah;.,,,
1144;Tiada Lagi;.,,,
1161;Selangkah Demi Selangkah;.,,,
1227;Suara Hati;Evie Tamala,,,
1228;Malam Ini;Evie Tamala,,,
1229;Permata Hati;Evie Tamala,,,
1230;Seribu Purnama;Evie Tamala,,,
1231;Salam Mesra;Evie Tamala,,,
1232;Kerinduan;Evie Tamala,,,
1233;Sebuah Harapan;Evie Tamala,,,
1234;Apa Yang Kau Cari;Evie Tamala,,,
1235;Kuingin;Evie Tamala,,,
1236;Sabila;Evie Tamala,,,
1237;Renungku;Evie Tamala,,,
1238;Jangan Risaukan;.,,,
1239;Lihatlah Ayam;.,,,
1240;Jangan Kau Tangisi;.,,,
1241;Kr. Rindu;Tradisional,,,
1242;Hello Cintaku (Rame-Rame);.,,,
1243;Rahasia Hati;Rita Amelia,,,
1244;Jangan Dustai;.,,,
1245;Khayalku;.,,,
1246;1,2,3;.,
1254;Jangan Sakiti Hatiku;.,,,
1259;Nurlela;Rumpies,,,
1260;Gelombang Kehidupan;Nicky Astria,,,
1261;Kartika;Gito Rollies,,,
1262;Lamunan;Andromedha,,,
1263;Jangan Main Api;Ikang Fawzy,,,
1264;Hari Dansa;Gito Rollies,,,
1265;Cobaan;Andi Meriam M,,,
1266;Jangan Menambah Dosa;6 Bintang Rock,,,
1267;Senyum Dan Air Mata;Tommy Ali,,,
1268;Harapan Dan Duka;Naina L,,,
1269;Untuk Apa Lagi;Tommy Ali,,,
1270;Cinta Berawan;Naina L,,,
1271;Wajah Dibalik Kaca;Tommy Ali,,,
1272;Hasrat Murni;Endang W,,,
1273;Terimalah Dia Yang Malang;A. Fauzi,,,
1274;Cinta Rahasia;Naina L,,,
1275;Perih;Tommy Ali,,,
1276;Bimbang;Naina L,,,
1277;Hati Yang Luka;Naina L,,,
1281;Ku Akui;.,,,
1283;Untukmu Segalanya;.,,,
1284;Bila;.,,,
1285;Selalu;.,,,
1286;Dua Menit;.,,,
1287;Dibalik Mata Ada Dusta;Broery Marantika,,,
1288;Bukan Tua Kelapa;Broery Marantika,,,
1289;Selamat Jalan Kasih;Broery Marantika,,,
1290;Satu + Satu;Broery Marantika,,,
1291;Bahasa Cinta;Broery Marantika,,,
1292;Mengharap Yang Tak Mungkin;Broery Marantika,,,
1293;Sayang Bilang Sayang;Broery Marantika,,,
1294;Bukan Hanya;Broery Marantika,,,
1295;Tragedi Cinta;Broery Marantika,,,
1296;Perih;Lady Roos,,,
1297;Teras Biru;Lady Roos,,,
1298;Pesan Perpisahan;Caca Handika,,,
1299;Jangan Mengharap;Caca Handika,,,
1300;Seribu Kurang Satu;Leo Waldy,,,
1301;Semua Untukmu;Kristina,,,
1302;Cinta Bercabang;Hesty Damara,,,
1303;Termenung;Caca Handika,,,
1304;Peristiwa Silam;Kristina,,,
1305;Perpisahan;Muchsin Alatas,,,
1306;Kala Cinta Menggoda;Chrisye,,,
1307;Untukku;Chrisye,,,
1308;Kembalilah;Chrisye,,,
1309;Damai Bersama-Mu;Chrisye,,,
1310;Romo Ono Maling;Mus Mulyadi,,,
1311;Kangen;Mus Mulyadi,,,
1313;Kencono Katon Wingko;Mus Mulyadi,,,
1314;Rek Ayo Rek;Mus Mulyadi,,,
1315;Piye - Piye;Mus Mulyadi,,,
1316;Gatut Koco Edan;Mus Mulyadi,,,
1317;Suwe Ora Jamu;Mus Mulyadi,,,
1318;Jambe Suruh;Mus Mulyadi,,,
1319;Rujak Ulek;Mus Mulyadi,,,
1320;Tarilem;Mus Mulyadi,,,
1321;Tuti Turi Putih;Mus Mulyadi,,,
1322;Padang Mbulan;Mus Mulyadi,,,
1323;Dondong Opo Salak;Mus Mulyadi,,,
1324;Pamit (Selamat Tinggal);Broery Marantika,,,
1325;Semua Pergi;Broery Marantika,,,
1326;Sayang Bilang Sayang;Broery Marantika,,,
1338;Papaya Cha Cha;Adi Karso,,,
1339;Sapu Tangan Babuncu Ampat;Tradisional,,,
1340;Ayam Den Lapeh;Elly Kasim,,,
1341;Stambul Cha Cha;Alwi & Oslan,,,
1342;Angin Mamiri;.,,,
1343;Impian Semalam;.,,,
1344;Nonton Bioskop;.,,,
1345;Gambang Semarang;Tradisional,,,
1346;Soto Madura;Tradisional,,,
1347;Nurlela;.,,,
1348;Kisah Pasar Baru;Oslan Husein,,,
1349;Sansaro;Bing Slamet,,,
1350;Payung Fantasi;Bing Slamet,,,
1351;J.A.P (Jadikan Aku Pacarmu);Sheila On 7,,,
1352;Pede;Sheila On 7,,,
1353;Terlintas Dua Kata;Sheila On 7,,,
1354;Berai;Sheila On 7,,,
1355;Bobrok;Sheila On 7,,,
1356;Perih;Elvy Sukaesih,,,
1357;Rindu Menanti Jangan Mengharap;Noni Angela & Fahmi,,,
1358;Senada Cinta;Iwan & Mehnaz,,,
1359;Durjana;Netral,,,
1360;Saling Percaya;Iwan & Ramlah Ram,,,
1361;Jakarta Padang;Safei Sroop,,,
1362;Kabut Biru;Elvy Sukaesih,,,
1363;Kawin Gantung;Lia Ardilla,,,
1364;Bunga Mawar;Titiek Sandhora,,,
1365;Sebatas Angin;Elvy Sukaesih,,,
1367;Stasiun Balapan;Didi Kempot,,,
1368;Tresnamu Koyo Odol;Didi Kempot,,,
