ID;Title;Singer,,,
28755;Entah Dimana;Meriam Bellina,,,
28756;Kembalilah;Meriam Bellina,,,
28757;Terlalu;Meriam Bellina,,,
28758;Katakan Salahku;Meriam Bellina,,,
28760;Mengapa Kita Harus Berpisah;Meriam Bellina,,,
28761;Jeritan Hati Kecil;Meriam Bellina,,,
28762;Sayang;Meriam Bellina,,,
28763;Tiada Lagi;The Mercy's,,,
28764;Kisah Seorang Pramuria;The Mercy's,,,
28765;Dalam Kerinduan;The Mercy's,,,
28766;Ayah;The Mercy's,,,
28767;Usah Kau Harap Lagi;The Mercy's,,,
28768;Injit Injit Semut;The Mercy's,,,
28769;Untukmu;The Mercy's,,,
28770;Hidupku Sunyi;The Mercy's,,,
28771;Love;The Mercy's,,,
28772;Baju Baru;The Mercy's,,,
28773;Bunga Mawar;The Mercy's,,,
28774;Hey Hey Hey;The Mercy's,,,
28775;Kasih;The Mercy's,,,
28776;Di Pantai;The Mercy's,,,
28777;Kurela Dikau Kasih;The Mercy's,,,
28778;Tak Sedetikpun;The Mercy's,,,
28779;Hanyalah Kenangan;The Mercy's,,,
28780;Dimana Kasihku;The Mercy's,,,
28781;Jangan Biarkan Kusendiri;The Mercy's,,,
28782;Mimpi;The Mercy's,,,
28783;Lagu Rindu;The Mercy's,,,
28784;Jauh Disayang;The Mercy's,,,
28785;Jangan Pisahkan;Deddy Dores,,,
28786;Bagai Lilin Kecil;Deddy Dores,,,
28787;Dunia Ikut Menangis;Deddy Dores,,,
28788;Biarkan Cintamu Berlalu;Deddy Dores,,,
28789;Seberkas Sinar;Deddy Dores,,,
28790;Bintang Kehidupan;Deddy Dores,,,
28791;Masih Ada Cinta;Deddy Dores,,,
28792;Sinarilah;Deddy Dores,,,
28793;Khais Dan Laila;Deddy Dores,,,
28794;Aku Ingin Pulang;Deddy Dores,,,
28795;Cintaku Tak Kan Berubah;Deddy Dores,,,
28796;Mendung Tak Berarti Hujan;Deddy Dores & Ella,,,
28797;Untuk Apa Lagi;Deddy Dores,,,
28798;Matahariku;Deddy Dores,,,
28799;Hatiku Masih Milikmu;Deddy Dores,,,
28800;Hanya Kau Yang Kupilih;Basofi Sudirman,,,
28801;Putri (Pura-PuraTriping);Obbie Messakh,,,
28803;Tentang Cinta;RC Formation,,,
28804;Buku Harian;Ratna Rafi,,,
28805;Sandiwara Cinta;Deddy Dores,,,
28806;Cintaku Terbalut Sepi;Elisa,,,
28807;Cukup Satu Kali;Benny Panjaitan,,,
28808;Ambil Saja Milikmu;Netta Dewi,,,
28809;Tinggi Gunung Seribu Janji;Bob Tutupoly,,,
28810;Sampai Menutup Mata;Tanty Yosepha,,,
28811;Nurhayati;Master Voice,,,
28812;Bujangan;Jamal Mirdad,,,
28813;Bunga Di Tepi Jalan;Koes Plus,,,
28814;Dara Manisku;Koes Plus,,,
28815;Cintaku Tak Terbatas Waktu;Anie Carera,,,
28816;Hilangnya Seorang Gadis;Deddy Dores,,,
28817;Kemana Lagi;Iis Sugianto,,,
28818;Kasihku;Deddy Dores & Lilian,,,
28819;Harapan Yang Suci;Arie Koesmiran,,,
28820;Bandung Menangis Lagi;Deddy Dores & Nafa Urbach,,,
28821;Katakanlah;Coboy,,,
28822;Aku Bukan Yang Dulu;Obbie Messakh,,,
28823;Sembilu Dalam Cinta;Nin Samantha,,,
28824;Cinta Dan Permata;Panbers,,,
28825;Kencan Pertama;Rano Karno & Kiki Fatmala,,,
28826;Cintaku Tergusur;Rano Karno,,,
28827;Lelaki Dan Rembulan;Yopie Latul,,,
28828;Baru Lima Menit;Jamal Mirdad,,,
28829;Mau Kamu Suka Kamu;Rano Karno,,,
28830;Sedap Betul;Dapur 61,,,
28831;Kisah Cinta Di Tepi Danau (White Snake);White Snake,,,
28832;Dari Ujung Rambut Sampai Ujung Kaki;Chintami Atmanagara,,,
28834;Klak Klik Kluk;Itang Yunaz,,,
28835;Aku Cinta Kau;Vina Panduwinata,,,
28836;Cium Pipi;Vina Panduwinata,,,
28837;Kaulah Segalanya;Ruth Sahanaya,,,
28838;Haruskah Ku Pergi;Chrisye,,,
28839;Surat Cinta;Vina Panduwinata,,,
28840;Antara Anyer Dan Jakarta;Sheila Majid,,,
28841;Citra Biru;Vina Panduwinata,,,
28842;Ratu Sejagat;Vonny Sumlang,,,
28843;Somse;Doel Sumbang,,,
28844;Cintaku Sampai Ke Ethiopia;Ria Resty Fauzi,,,
28845;Tua-Tua Keladi;Anggun C. Sasmi,,,
28846;Aku Orang Tak Punya;Broery Pesulima,,,
28847;Hitam Putih Fotomu;Ratih Purwasih,,,
28848;Angin Surga;Arie Wibowo & Ervina,,,
28849;Terang Bulan Di Gunung;Titiek Sandhora,,,
28850;Pergi Tanpa Pesan;Ellya Khadam,,,
28851;Apanya Dong;Euis Darliah,,,
28852;Astaga;Arie Wibowo,,,
28853;Lepen;Gombloh,,,
28854;Bimbi;Rollies,,,
28855;Minah Gadis Dusun;Titiek Puspa,,,
28856;Tak Ingin Sendiri;Dian Piesesha,,,
28857;Hati Selembut Salju;Jamal Mirdad,,,
28858;Hasrat;Andi Meriam Mattalata,,,
28859;Januari Yang Biru;Andi Meriam Mattalata,,,
28860;Berdiri Bulu Romaku;Hetty Koes Endang,,,
28861;Bukalah Kaca Matamu;Rano Karno,,,
28862;Tak Ingin Di Madu;Nia Daniaty,,,
28863;Si Jantung Hati;Ade Putra,,,
28864;Demi Cinta Ni Ye;Hetty Koes Endang,,,
28865;Surat Cinta;Nur Afni Octavia,,,
28866;Aku Salah Menduga;Dian Piesesha,,,
28867;Rindu;Diana Nasution,,,
28868;Flamboyant;Bimbo,,,
28869;Jangan Simpan Tangismu;Christine Panjaitan,,,
28870;Surabaya;Dara Puspita,,,
28871;Jali-Jali;N.N.,,,
28872;Waktu Hujan Sore-Sore;N.N.,,,
28873;Sarinande;N.N.,,,
28874;Angin Mamiri;N.N.,,,
28875;Pulau Bali;N.N.,,,
28876;Happy Birthday-Panjang Umurnya;N.N.,,,
28877;Rek Ayo Rek;Mus Mulyadi,,,
28878;Aku Begini Kau Begitu;Broery Marantika,,,
28879;Aku Jatuh Cinta;Broery Marantika,,,
28880;Reggae Pong;Nola Tilaar,,,
28881;Bengawan Solo;Tradisional,,,
28882;Balada Seorang Biduan;Bimbo,,,
28883;Antara Hitam Dan Putih;Helen Sparingga,,,
28884;Gubahanku;Deddy Damhudi,,,
28885;Pesanku;Onny Suryono,,,
28886;Butet;Sitompul,SD &  Rita Butar-Butar,,
28887;Beri Kesempatan;Mayang Sari,,,
28888;Benci Sendiri;Atiek CB,,,
28889;Untukmu Segalanya;Novia Kolopaking,,,
28891;Biarlah Bulan Bicara;Broery Marantika,,,
28892;Kini Baru Kau Rasa;Dewi Yull,,,
28894;Mudahnya Bilang Cinta;Andi Meriam Mattalata,,,
28895;Malioboro;Nicky Ukur & Ratih Purwasih,,,
28896;Jangan Pisahkan Aku;Nia Dicky Zulkarnaen,,,
28897;Lukisan Cinta;Desy Ratnasari,,,
28898;Cintaku Padamu;Ita Purnamasari,,,
28899;Selamat Tinggal;Indra Lesmana,,,
28900;Mistery Cinta;Nicky Astria,,,
28901;Kekasih;Rafika Duri,,,
28902;Surat Nikah;Nia Daniaty,,,
28905;Jangan Ada Air Mata;Paramitha Rusady,,,
28906;Mengapa Aku Jatuh Cinta (Se Fou Cen Te Ai Wo);Fitri,,,
28908;Bingung;Eddy Silitonga,,,
28909;Kr. Kemayoran;Tradisional,,,
28910;Dayung Sampan;Joyce P.,,,
28912;Kisah Buku Harianku;Paramitha Rusady,,,
28913;Darah Muda;Rhoma Irama,,,
28914;Haram;Rhoma Irama,,,
28915;Tiada Lagi Asmara;Paramitha Rusady,,,
28916;Datang Kembali;Paramitha Rusady,,,
28918;Tak Mungkin;Syam D'lloyd,,,
28919;Juwita Malam;Kris Biantoro,,,
28920;Kerinduan;Bob Tutupoli,,,
28921;Gang Kelinci;Lilis Suryani,,,
28922;Jangan Ada Dusta Diantara Kita;Broery Marantika & Dewi Yull,,,
28923;Gelas - Gelas Kaca;Nia Daniaty,,,
28925;Antara Kau Dia Dan Aku;Poppy Mercury,,,
28926;Terlambat Sudah;Poppy Mercury,,,
28927;Betapa Sayang Aku Padamu;Poppy Mercury,,,
28929;Kau Dan Aku Sama;Dewi Yull,,,
28932;Datanglah Kasih;Nia Paramitha,,,
28933;Di Dadaku Ada Kamu;Vina Panduwinata,,,
28934;Widuri;Bob Tutupoli,,,
28939;RT.05 / RW.03;Cici Faramida,,,
28940;Ini Rindu;Farid Hardja & Lucky Reza,,,
28941;Untukmu;Tito Soemarsono,,,
28942;Mungkinkah Terjadi;Utha Likumahuwa & Trie Utami,,,
28943;Berikan Daku Harapan;Tuty Subardjo,,,
28944;Tidak Semua Laki-Laki;Basofi Sudirman,,,
28945;Jangan Kau Menangis;Broery Pesulima,,,
28946;Hei Nona Manis;Broery Pesulima,,,
28947;Untuk Apa Mengeluh;Broery Pesulima,,,
28948;Jujurlah Padaku;Broery Pesulima,,,
28949;Pilu;Broery Pesulima,,,
28950;Benci Tapi Rindu;Diana Nasution,,,
28951;Jangan Biarkan;Diana Nasution,,,
28952;Katakan Sejujurnya;Diana Nasution,,,
28953;Pergi Untuk Kembali;Diana Nasution,,,
28954;Sayang Bilang Sayang;Diana Nasution,,,
28955;Ayah;Diana Nasution,,,
28956;Aku Begini Kau Begitu;Diana Nasution,,,
28957;Aku Jatuh Cinta;Diana Nasution,,,
28958;Tangan Tak Sampai;Diana Nasution,,,
28959;Tangis Dalam Hati;Diana Nasution,,,
28960;Dingin;Diana Nasution,,,
28961;Teluk Bayur;Ernie Djohan,,,
28962;Kasih Pertama;Ernie Djohan,,,
28963;Jangan Biarkan Ku Sendiri;Ernie Djohan,,,
28964;Kenangan Manis Pasti Berlalu;Ernie Djohan,,,
28965;Berikan Daku Jawaban;Ernie Djohan,,,
28966;Pemalu;Ernie Djohan,,,
28967;Ingin Kembali;Ernie Djohan,,,
28968;Denny;Ernie Djohan,,,
28969;Cinta Pelarian;Ernie Djohan,,,
28970;Yuana;Ernie Djohan,,,
28971;Pertemuan Di Danau Toba;Ernie Djohan,,,
28972;Nusantara 3;Koes Plus,,,
28973;Liku-Liku Laki-Laki;Koes Plus,,,
28974;Kota Lama;Koes Plus,,,
28975;Awan Putih;Koes Plus,,,
28976;Kumenanti;Koes Plus,,,
28977;Belajar Bernyanyi;Koes Plus,,,
28978;Nusantara 2;Koes Plus,,,
28979;Masa Muda;Koes Plus,,,
28980;Rasa Hatiku;Koes Plus,,,
28981;Jangan Marah;Koes Plus,,,
28982;Cobaan Hidup;Koes Plus,,,
28983;Langit Terang;Koes Plus,,,
28984;Seminggu Yang Lalu;Koes Plus,,,
28985;Nasib;Koes Plus,,,
28986;Sayur Asem;Koes Plus,,,
28987;Dheg Dheg Plas;Koes Plus,,,
28988;Kisah Cinta Remaja;Panbers,,,
28989;Gelandangan;Rhoma Irama,,,
28990;Begadang II;Rhoma Irama,,,
28991;Terpaksa;Rhoma Irama,,,
28992;Buta;Rhoma Irama,,,
28993;Melody Cinta;Rhoma Irama,,,
28994;Kelana;Rhoma Irama,,,
28995;Cane;Rhoma Irama,,,
28996;Sendiri Lagi;Bimbo,,,
28997;Bing;Titiek Puspa,,,
29003;Riwayat Sangkuriang;Tradisional,,,
29004;Kr. Terkenang-Kenang;Tradisional,,,
29005;Semanggi Suroboyo;Tradisional,,,
29006;Fatwa Pujangga;Said Effendi,,,
29007;Yen Ing Tawang Ono Lintang;Andjar Any,,,
29008;Kr. Rhapsody;Tradisional,,,
29009;Hanya Engkau;Abdul Gani/Oetjin N,,,
29010;Akhir Cinta Old;Panber's,,,
29012;Kembali Ke Jakarta;Koes Plus,,,
29013;Cintamu Telah Berlalu;Koes Plus,,,
29014;Untuk Apa Lagi;Deddy Dores,,,
29015;Mungkinkah;Broery Marantika,,,
29016;Arti Kehidupan;Mus Mudjiono,,,
29017;Syair Kehidupan;Godbless,,,
29018;Tirai (Lelah);Rafika Duri,,,
29019;Esok Kan Masih Ada;Utha Likumahua,,,
29020;Tanda-Tanda;Mus Mudjiono,,,
29021;Sesal;Ermi Kullit,,,
29022;Bayang-Bayang Ilusi;Teddy .S,,,
29023;Selalu Untuk Selamanya;Fatur,,,
29024;Dibalik Cahaya Ada Dia;Lady Avisha,,,
29026;Cinta Bukan Main;Dommy Allen,,,
29027;Setangkai Anggrek Bulan;Rani & Sarwana,,,
29028;Jangan Ditanya;Kris Bintoro,,,
29029;Liku-Liku Hidup;Favorities Group,,,
29030;Boneka India;Ellya,,,
29031;Antara Benci Dan Rindu;Obbie Messakh,,,
29033;Bimbang;Andi Meriem Matalatta,,,
29034;Terkenang Selalu;Eddy Silitonga,,,
29035;Api Asmara;Rien Djamain,,,
29036;Putus Cinta Di Batas Kota;Titiek Sandhora,,,
29037;Doa;Eddy Silitonga,,,
29038;Deritaku;Panbers,,,
29039;Tiga Malam;Panbers,,,
29040;Surga Di Telapak Kaki Ibu;Panbers,,,
29041;Kami Cinta Perdamaian;Panbers,,,
29045;Nurlela;Rumpies,,,
29046;Jangan Biarkan;Broeri Pesolima,,,
29047;Romo Ono Maling;Mus Mulyadi,,,
29048;Kangen;Mus Mulyadi,,,
29049;Rondo Ngarep Omah;Mus Mulyadi,,,
29050;Kencono Katon Wingko;Mus Mulyadi,,,
29051;Piye - Piye;Mus Mulyadi,,,
29052;Gatut Koco Edan;Mus Mulyadi,,,
29053;Suwe Ora Jamu;Mus Mulyadi,,,
29054;Jambe Suruh;Mus Mulyadi,,,
29055;Rujak Ulek;Mus Mulyadi,,,
29056;Tarilem;Mus Mulyadi,,,
29057;Padang Mbulan;Mus Mulyadi,,,
29058;Dondong Opo Salak;Mus Mulyadi,,,
29059;Sayang Bilang Sayang;Broery Marantika,,,
29060;Mana Lagi;Broery Marantika,,,
29061;Ayam Den Lapeh;Elly Kasim,,,
29062;Stambul Cha Cha;Alwi & Oslan,,,
29063;Angin Mamiri;Tradisional,,,
29064;Nonton Bioskop;Bing Slamet,,,
29065;Gambang Semarang;Tradisional,,,
29066;Soto Madura;Tradisional,,,
29067;Nurlela;Adi Bing Slamet,,,
29068;Kisah Pasar Baru;Oslan Husein,,,
29069;Sansaro;Bing Slamet,,,
29070;Payung Fantasi;Bing Slamet,,,
29071;Pangandaran;Doel Sumbang,,,
29072;Bulan Bromo;Doel Sumbang,,,
29073;Ole Sio Sayange;Ridwan,,,
29075;Yang Ku Mau;Krisdayanti,,,
29076;Cucak Rowo;Ohello Sisters,,,
29077;Impian Semalam ;Ohello Sisters,,,
29078;Burung Dalam Sangkar ;Ohello Sisters,,,
29079;Gethuk;Ohello Sisters,,,
29080;Rambutku Rambutmu;Ohello Sisters,,,
29081;Rek Ayo Rek ;Ohello Sisters,,,
29082;Walang Kekek;Ohello Sisters,,,
29083;Kugadaikan Cintaku ;Ohello Sisters,,,
29084;Mencintaimu;Krisdayanti,,,
29085;Jika;Melly Goeslaw,,,
29086;September Ceria;Vina Panduwinata,,,
29087;Takut;Anggun C. Sasmi,,,
29088;Merana;Muchsin Alatas,,,
29089;Mungkinkah Terjadi;Utha Likumahuwa & Trie Utami,,,
29091;Cinta Buta;Ari Lasso,,,
29092;Generasi Patah Hati;Sheila On 7,,,
29093;Terbaik Untukmu;Tangga,,,
29094;Terdiam;1st Maliq & D'essentials,,,
29230;Racun Asmara;Iis Ariska,,,
29231;Emosi Jiwa;Yana & Lita,,,
29232;Takut;Anggun C. Sasmi,,,
29233;Bing;Titiek Puspa,,,
29234;Elegi Esok Pagi;Ebiet G. Ade,,,
29239;Kisah Seorang Pramuria;Albert Sumlang,,,
29240;Untukmu Kekasih;Ebiet G. Ade,,,
29241;Tiada Lagi;Charles H.,,,
29242;Angin Malam;Broery Marantika,,,
29245;Rasa Sayange;N.N.,,,
29246;Mimpi Sedih;Broery Marantika,,,
29247;Kr. Dewi Murni;N.N.,,,
29248;Cubit Cubitan;Murry,,,
29249;Burung Dalam Sangkar;Eddie Lumataw,,,
29250;Kegagalan Cinta;Rhoma Irama,,,
29254;Selamat Tidur;Sheila On 7,,,
29255;Kasih Putih;GLen Fredly,,,
29260;Ku Tak Mendua;Marcell,,,
29261;Sungguh Ingin Ku Berlari;Ada Band,,,
29262;Tempat Terindah;Ungu,,,
29263;Bulan Ke Dua;Melly Goeslaw,,,
29264;Keajaiban Cinta;Ari Lasso,,,
29265;Kisah Kita T'lah Usai;Ello,,,
29286;Aku;Peterpan,,,
29318;Lepaskan Diriku;J-Rocks,,,
29319;Ya Mau Lai;Siti Nurhaliza,,,
29320;Arti Hadirmu;Audy,,,
29321;Bila Saja;Audy,,,
29323;Demi Cinta;Padi,,,
29324;Like A Rolling Stone;Reda & Andi,,,
29325;Pejantan Tambun;Endank Soekamti,,,
29326;Saat Kau Jauh;Kotak,,,
29327;Senandung Maaf;White Shoes and The Couples CO,,,
29328;Tak Ada Yang Bisa Mengalahkanmu;Ady,,,
29329;Hancur;Ari Lasso,,,
29330;Jangan Ganggu;Project Pop,,,
29331;Selamat Pagi Dunia;Glen Fredly,,,
29332;Angan Cinta;Rudy Edward,,,
29333;Berharap Kau Kembali;J - Rocks,,,
29334;Lagu Tentang Cinta;Bebi Romeo & Rita Effendi,,,
29335;Mencari Cinta Sejati;Shanty,,,
29336;Nekad;Paijo Londo,,,
29337;Salahi Aku;Yovie & Rio Febrian,,,
29338;Terbang Tenggelam;Netral,,,
29363;Biarku Sendiri;The Mercy's,,,
29364;Sepasang Rusa;Tetty Kadi,,,
29365;Angan Cinta;Rudy Edward,,,
29366;Berharap Kau Kembali;J - Rocks,,,
29367;Lagu Tentang Cinta;Bebi Romeo & Rita Effendi,,,
29368;Mencari Cinta Sejati;Shanty,,,
29369;Nekad;Paijo Londo,,,
29370;Salahi Aku;Yovie & Rio Febrian,,,
29371;Terbang Tenggelam;Netral,,,
29372;Kemesraan;Franky Sahilatua,,,
29374;Layar Tancap;Koes Plus,,,
29375;Jatuh Cinta;Titiek Puspa,,,
29376;Madu Dan Racun;Bill M. Board,,,
29377;Semua Jadi Satu;7 Bintang,,,
29378;Si Hitam;Titiek Puspa,,,
29379;Sinanggar Tulo;Gito Group,,,
29380;Kini Kusadari;D'lloyd,,,
29381;Kumpul Bocah;Vina Panduwinata,,,
29382;Keraguan;Deddy Dhukun & Dian Permana Putra,,,
29383;Bunga Flamboyan;Laily Dimyati,,,
29384;Kr. Dinda Bestari;N.N.,,,
29385;Kr. Telomoyo;N.N.,,,
29386;Rek Ayo Rek (Reggae);Mus Mulyadi,,,
29387;Cinta Tak Bersyarat;Element,,,
29388;Cinta Untukku;Cindy Fatika,,,
29389;Dari Hati;Club Eighties,,,
29390;Di Ujung Mimpi;T-Five,,,
29391;Mu Dan Nya;Club Eighties,,,
29393;Siapa Gerangan Dirinya;Padi,,,
29409;Tul Jaenak;Koes Plus,,,
29410;O La La;Koes Plus,,,
29411;Karena Iseng;Gombloh,,,
29412;Bila Kau Seorang Diri;Rinto Harahap,,,
29413;Ditepinya Sungai Serayu;Tradisional,,,
29414;Hitam Manis;Mus Mulyadi,,,
29416;Injit-Injit Semut;Rinto Harahap,,,
29418;Jangan Pisahkan;Deddy Dores,,,
29419;Kau Yang Ku Sayang;Faizal Amir,,,
29450;Biru;Vina Panduwinata,,,
29480;Kasur Kapuk;Doel Sumbang,,,
29481;Suparti;Doel Sumbang,,,
29482;Acik Enak;Doel Sumbang,,,
29483;Cing Cay Lah;Doel Sumbang,,,
29484;Anjing Menggonggong Kafilah Berlalu;Doel Sumbang,,,
29485;Edun;Doel Sumbang,,,
29486;Kemelut Cinta Militer;Doel Sumbang,,,
29487;Si Gelo;Doel Sumbang,,,
29488;Akhir Cinta;Keroncong,,,
29489;Buat Apa Susah;Fadly,,,
29490;Ayah;Rinto Harahap,,,
29492;Tiada Lagi;Charles Hutagalung,,,
29493;Kisah Sedih Di Hari Minggu;Yon Koeswoyo,,,
29494;Hilangnya Seorang Gadis;Dedy Dores,,,
29498;Pilu;Benny Panjaitan,,,
29500;Usah Kau Harap Lagi;Charles Hutagalung,,,
29501;Kasihku;Deddy Dores & Nyoman Olly,,,
29502;Dinda Bestari;Fadly,,,
29503;Riwayat Sangkuriang;Euis Rachmawati,,,
29504;Kr. Kemayoran;Titiek Wiyono,,,
29505;Kr. Telomoyo;Fadly,,,
29506;Kr. Ditepinya Sungai Serayu;Euis Rachmawati,,,
29507;Kr. Terkenang Kenang;Julius Parera,,,
29508;Kr. Semanggi Suroboyo;Titiek Wiyono,,,
29509;Kr. Gambang Semarang;Fadly,,,
29510;Kr. Fatwa Pujangga;Euis Rachmawati,,,
29511;Kr. Yen Ing Tawang Ono Lintang;Titiek Wiyono,,,
29512;Kr. Rhapsody;Euis Rachmawati,,,
29513;Kr. Dewi Murni;Tradisional,,,
29514;Kr. Tanah Airku;Tradisional,,,
29515;Kr. Aryati;N.N.,,,
29516;Kr. Sampul Surat;Tradisional,,,
29517;Stb. Jauh Dimata;Tradisional,,,
29518;Kr. Moritsko;N.N.,,,
29519;Kr. Walang Kekek;Waljinah,,,
29520;Stb. Baju Baru;N.N.,,,
29521;Kota Solo;N.N.,,,
29522;Kr. Saputangan;Tradisional,,,
29523;Langgam Pamitan;N.N.,,,
29524;Kr. Bunga Anggrek;Tradisional,,,
29525;Kr. Rek Ayo Rek;N.N.,,,
29526;Kr. Bandar Jakarta;N.N.,,,
29527;Setangkai Bunga Mawar Yang Merah;N.N.,,,
29528;Kr. Jembatan Merah;N.N.,,,
29529;Selendang Sutera;Anita Taurisa,,,
29530;Kr. Dibawah Sinar Bulan Purnama;N.N.,,,
29531;Kr. Mawar Merah;N.N.,,,
29532;Kr. Sepasang Mata Bola;Tradisional,,,
29533;Rangkaian Melati;N.N.,,,
29534;Aku Pun Bisa;Ady,,,
29535;Biarlah Berlalu;The Gift,,,
29536;Cintaku;Indonesian Idol,,,
29537;Hebat;Tangga,,,
29538;Kamu Ngga' Sendirian;Tipe-X,,,
29539;Satu Diantara Seribu;Cherry Bombshell,,,
29540;Belahan Jiwa;Waffle,,,
29541;Bunga Seribu Tangkai;Meggi Z.,,,
29542;Gila Loe;Gaul,,,
29543;I Love You;Gaul,,,
29544;Matahari;Rieka Roslan,,,
29545;Ono Opo (Ada Apa Denganmu);Didi Kempot,,,
29546;Sesal;Ine Sinthya,,,
29547;Sri Wis Bali;Sony Josz,,,
29548;Suara Hati;Superglad,,,
29549;Ya Ya Ya (Aku Bahagia);Nina,,,
29720;Aku Masih Cinta;Delon & Andre,,,
29721;Cinta Mati;Satriodee,,,
29722;Dealova;Once,,,
29723;Kejujuran Hati;Kerispatih,,,
29724;Kisah Romantis;Glen Fredly,,,
29725;Mabok Janda;Cucun Novia,,,
29726;Rock In 82;Edane,,,
29727;Takkan Menghilang;Edane,,,
29756;Yang Terbaik Bagimu (Jangan Lupakan Ayah);Ada Band,,,
29757;Kau Auraku;Ada Band,,,
29758;Manja;Ada Band,,,
29759;Biarkan Ku Pergi;Ada Band,,,
29760;Masih ( Sahabatku,Kekasihku);Ada Band,,
29761;Kemanakah;Ada Band,,,
29762;Jadikan Aku Raja;Ada Band,,,
29763;Seribu Bayang;Ada Band,,,
29764;Seharusnya;Ada Band,,,
29765;Bilakah;Ada Band,,,
29766;Tiara;Ada Band,,,
29767;Masih Ada;Dian Permana P & Deddy Dukun,,,
29768;Melayang;Dian Permana P & Deddy Dukun,,,
29769;Biru;Dian Permana P & Deddy Dukun,,,
29770;Aku Ini Punya Siapa;Dian Permana P & Deddy Dukun,,,
29771;Jumpa Di Anna Bells;Dian Permana P & Deddy Dukun,,,
29772;Ternyata;Dian Permana P & Deddy Dukun,,,
29773;Sebelum Aku Pergi;Dian Permana P & Deddy Dukun,,,
29774;Semua Jadi Satu;Dian Permana P & Deddy Dukun,,,
29775;Bohong;Dian Permana P & Deddy Dukun,,,
29776;Hanya Kawan;Dian Permana P & Deddy Dukun,,,
29777;Ada Satu;Dian Permana P & Deddy Dukun,,,
29778;Resah;Dian Permana P & Deddy Dukun,,,
29779;Indovers;Project Pop,,,
29780;Dangdut Is The Music Of My Country;Project Pop,,,
29781;Pacarku Superstar;Project Pop,,,
29782;Ade;Project Pop,,,
29783;Bau Bau Bau;Project Pop,,,
29784;Salah;Project Pop,,,
29785;Ingatlah Hari Ini;Project Pop,,,
29786;Jangan Pilih - Pilih;Project Pop,,,
29787;Tu Wa Ga Pat;Project Pop,,,
29788;Jangan Janji;Project Pop,,,
29789;Lumpia Vs Bakpia;Project Pop,,,
29790;Burkat;Chrisye Feat Project Pop,,,
29791;Marilah Kemari;Petterpan Feat All Artis,,,
29801;Aku,Kau Dan Dia;Dhea Ananda,,
29802;Dosa Termanis;Tere,,,
29803;Dunia Tanpa Lagu;Delon,,,
29804;Gemilang;Dream Band 2005 Colaboration,,,
29805;Hanya Untukmu;Silver Quint,,,
29806;Katakan Dengan Cinta;The Groove Feat Cindy,,,
29807;Kupu Kupu Malam;Peterpan,,,
29808;Langit Tak Mendengar;Peterpan,,,
29810;Membebaniku;Peterpan,,,
29811;Teman Tapi Mesra;Ratu,,,
29833;Menangis Semalam;Audy,,,
29834;Hati Seorang Wanita;Betharia Sonata,,,
29835;Hati Yang Terluka;Broery Marantika,,,
29836;Hujan;Ernie Djohan,,,
29837;Kau Selalu Dihatiku;Ernie Djohan,,,
29838;Senja Dibatas Kota;Ernie Djohan,,,
29858;Nyalakan Api;Deddy Dores,,,
29859;Hatiku Seputih Gaunmu;Deddy Dores,,,
29860;Setitik Air;Deddy Dores,,,
29861;Hujan;Deddy Dores,,,
29862;Badai Berlalu;Deddy Dores,,,
29863;Angelia;Deddy Dores,,,
29866;Mabuk Dan Judi;Cucu Cahyati,,,
29867;Jagung Bakar;Elin Tamaya,,,
29868;Dor dar;NN,,,
29869;Cintaku Terbagi Dua;Yenny Eria,,,
29870;Kudaku Lari;Ellya,,,
29871;Gadis Atau Janda;Mansyur S & Elvy Sukaesih,,,
29872;Tamu Tak Diundang;Iis Dahlia,,,
29873;Burung Dalam Sangkar;Eddie Lumatauw,,,
29936;Melody Memory;Lavenia,,,
29937;I Ini Milik You;4 CC,,,
29938;Pertemuan Terakhir;Sahrul & Lavenia,,,
29939;Memory Kereta Senja;Tia Monica,,,
29940;Surat Tak Sampai;Yenny Eria S.,,,
29941;Karena Cinta;Asti Asmodiwati,,,
29942;Doping;Garux Band,,,
29943;Satu Keinginan;Yana Julio,,,
29944;Kuingin;Feel Beat,,,
29945;Takkan Berubah;Irma June,,,
29946;Hasrat Cinta;Yana Julio,,,
29947;Usah Kau Ragukan;Iya Boys,,,
29948;Lagu Cinta;Grammy Boys,,,
29949;Rela;Novita Sari,,,
29950;Impian Menjadi Nyata;Lavenia,,,
29951;Siapa Siapa Siapa;Tia Monica,,,
29952;Gile Cing;Conny Nurlita,,,
29953;Stop Bicara;Astuti,,,
29954;Jalan Kita;Tramp Group,,,
29955;Kemana;Feel Beat,,,
29956;Semua Berganti;Puti Fardiba,,,
29957;Bingung Bah;Suto P.,,,
30001;Warung Pojok;N.N.,,,
30002;Surga Dunia;Rano Karno & Ria Irawan,,,
30003;Makin Gila;Ati Adriaty,,,
30004;Pak Penghulu;Dina Mariana,,,
30005;Merantau;Titiek Sandhora,,,
30006;Kau Yang Ku Sayang;Mawi Purba,,,
30007;Dia Yang Kucari;Endang S. Taurina,,,
30008;Peragawati;Arie Wibowo,,,
30009;Aku Rindu Padamu;Pompi,,,
30010;Istri Yang Setia;Endang S.Taurina,,,
30011;Surga Dan Neraka;Hetty Koes Endang,,,
30012;Andaikan;Harry Noerdie,,,
30013;Sepiring Berdua;Ellya Khadam,,,
30014;Hela Rotane;N.N.,,,
30015;Jamilah;Jamal Mirdad,,,
